,estimator,mean_fit_time,mean_score_time,mean_test_score,param_model__estimator__C,param_model__estimator__activation,param_model__estimator__alpha,param_model__estimator__gamma,param_model__estimator__hidden_layer_sizes,param_model__estimator__kernel,param_model__estimator__learning_rate,param_model__estimator__n_estimators,param_model__estimator__n_neighbors,param_model__estimator__solver,params,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,std_fit_time,std_score_time,std_test_score
4,MLPRegressor,40.72533071041107,0.018055438995361328,-40271.323326628146,,relu,5e-05,,"(1,)",,,,,adam,"{'model__estimator__activation': 'relu', 'model__estimator__alpha': 5e-05, 'model__estimator__hidden_layer_sizes': (1,), 'model__estimator__solver': 'adam'}",4,-41008.77635923923,-42418.51431997881,-42133.272880848206,-40622.21907875718,-38956.77751258387,-39256.85415928464,-38028.35212448692,-39745.820177846384,19.184201827415162,0.001771386927260692,1449.5043062320624
5,MLPRegressor,93.16157627105713,0.03304404020309448,-35940.733406274834,,relu,5e-05,,"(50,)",,,,,adam,"{'model__estimator__activation': 'relu', 'model__estimator__alpha': 5e-05, 'model__estimator__hidden_layer_sizes': (50,), 'model__estimator__solver': 'adam'}",2,-40446.09309954024,-41243.79243611708,-39972.42482440026,-36520.963433184865,-34105.11496377786,-32455.43387865821,-31877.617178245437,-30904.427436274767,37.03227152905295,0.010610830798401949,3911.5534443552597
6,MLPRegressor,39.533542454242706,0.01775488257408142,-40270.66390468335,,relu,0.0005,,"(1,)",,,,,adam,"{'model__estimator__activation': 'relu', 'model__estimator__alpha': 0.0005, 'model__estimator__hidden_layer_sizes': (1,), 'model__estimator__solver': 'adam'}",3,-41004.521272876256,-42402.10927122965,-42127.80580932852,-40566.74199937026,-38974.890980040065,-39323.83126050143,-38039.48474336409,-39725.92590075649,18.722699988398883,0.0022603888666291863,1434.7762783235546
7,MLPRegressor,67.0529725253582,0.027052998542785645,-35937.427910975726,,relu,0.0005,,"(50,)",,,,,adam,"{'model__estimator__activation': 'relu', 'model__estimator__alpha': 0.0005, 'model__estimator__hidden_layer_sizes': (50,), 'model__estimator__solver': 'adam'}",1,-40433.70441979936,-41140.873876092846,-39767.52431510375,-36377.4582891063,-33759.736744371745,-32953.89777946899,-32099.79344174346,-30966.434422119408,17.380878536664436,0.017057415239998253,3795.352799850927
0,KNeighborsRegressor,0.1004372239112854,1.769704818725586,-2762.297751535499,,,,,,,,,5,,{'model__estimator__n_neighbors': 5},1,-2755.958264011713,-2785.2619046741734,-3134.2824077349374,-2137.1421339857734,-2502.6175694690096,-2773.3159522265437,-3249.745366358135,-2760.0584138237114,0.048639844378112855,0.8530580388398951,323.0567019826882
1,KNeighborsRegressor,0.10138878226280212,2.0504420697689056,-2765.951993746336,,,,,,,,,20,,{'model__estimator__n_neighbors': 20},2,-2867.9184710738227,-3029.2048671724538,-3387.19178947181,-1823.7028200168031,-2427.0614390561755,-2579.829012604973,-3327.2173016030943,-2685.4902489715582,0.04549738002156367,1.0342882804862958,477.5527506720588
2,KNeighborsRegressor,0.10080263018608093,2.3636102080345154,-2955.047227833212,,,,,,,,,50,,{'model__estimator__n_neighbors': 50},3,-3229.030772373541,-3290.5173651495497,-3624.5549016404316,-1858.7356985762297,-2590.864906152969,-2641.4096707247572,-3556.69321952338,-2848.5712885248395,0.052750892019200746,1.2407009871371384,552.5010176235288
0,LinearRegression,0.8341971933841705,0.006223022937774658,-863230.0667749369,,,,,,,,,,,{},1,-4572.207646177487,-4476.140731618119,-6888183.614564847,-1166.1641460905346,-1828.7049254115225,-1562.122661072531,-1961.5969110082308,-2089.9826132691933,0.16666177390850773,0.00043659913252347193,2277218.7154405494
0,Lasso,0.4908817410469055,0.0050196051597595215,-2311.1528101439926,,,,,,,,,,,{},1,-2977.7030558770566,-4266.986043274176,-2758.4626527134787,-1117.4043993537805,-1729.4753643020188,-1557.8658130787037,-1855.168493340889,-2226.1566592118375,0.09749541989827273,0.0007331942883943684,936.4581025878525
0,Ridge,0.07141309976577759,0.007252514362335205,-2179.31457498661,,,,,,,,,,,{},1,-2645.1100373125046,-3777.3979619582674,-2825.0023925781265,-1107.071217930169,-1679.8488381719392,-1565.219606602045,-1826.0142906057106,-2008.8522547341172,0.011591733031899408,0.0004061232838059912,799.8368306248867
0,ElasticNet,0.04540315270423889,0.005895078182220459,-2843.895590923065,,,,,,,,,,,{},1,-3078.163956623525,-2521.251710913387,-2626.273083646798,-2856.0418145576127,-2323.8636342994478,-2744.575551576967,-2895.583898614326,-3705.4110771524556,0.009840856137643439,0.00048257600074563367,392.37516282060994
0,llars,0.5813752114772797,0.006153076887130737,-6365324.411314514,,,,,,,,,,,{},1,-2727.4167913468027,-4007.026554632978,-2714.8998528708676,-1242.6825520328705,-1572.0405175803965,-1559.9449566609517,-1742.6156527910553,-50907028.663638204,0.053640733345065174,0.00018209063625687538,16835181.795950867
0,ExtraTreesRegressor,6.134376525878906,0.038412243127822876,-1875.822305940627,,,,,,,,16,,,{'model__estimator__n_estimators': 16},2,-2684.8365463079867,-1866.8979053264127,-2121.9046589155437,-1422.187512246305,-1332.5642086372989,-1593.5850597993824,-1900.736758411662,-2083.8657978804245,2.7710470116974864,0.00564859133241374,409.2088073976907
1,ExtraTreesRegressor,10.609300971031189,0.06207466125488281,-1860.5873767952962,,,,,,,,32,,,{'model__estimator__n_estimators': 32},1,-2679.898096342475,-1836.5433455065704,-2089.5071177778946,-1387.5716603973763,-1311.5152850992563,-1582.374070669075,-1905.3577922745972,-2091.931646295127,4.39136213079288,0.013378696292278692,415.6927430648527
0,RandomForestRegressor,14.616537749767303,0.04230186343193054,-1842.291011471047,,,,,,,,16,,,{'model__estimator__n_estimators': 16},2,-2686.9741851384206,-1726.975607843481,-2035.342246013374,-1485.4156461314533,-1372.49913165217,-1640.6741625748218,-1810.714733737841,-1979.7323786768145,6.954102848364286,0.01169421946739913,382.86046194609736
1,RandomForestRegressor,24.317143857479095,0.05707031488418579,-1824.6232818108017,,,,,,,,32,,,{'model__estimator__n_estimators': 32},1,-2679.9984523329354,-1710.5575335238962,-2037.8028156711798,-1462.0647500613777,-1341.1865033290076,-1633.4186218814302,-1766.4899391630418,-1965.4676385235452,10.891534534352784,0.01710070044689354,389.72086789650444
0,AdaBoostRegressor,6.413869887590408,0.04911813139915466,-2100.6553025710014,,,,,,,,16,,,{'model__estimator__n_estimators': 16},2,-2808.4086564493336,-1874.6723206610714,-2025.1187328712829,-2112.895470872471,-1576.693328405243,-1963.917807823532,-2180.9945352155696,-2262.5415682695057,3.2144806787611095,0.019157198423460146,332.36530378602214
1,AdaBoostRegressor,10.734962552785873,0.06121823191642761,-2065.195911143124,,,,,,,,32,,,{'model__estimator__n_estimators': 32},1,-2786.941266212027,-1839.7042816491085,-2010.8231525521016,-2138.443937659936,-1516.5184044099053,-1919.2683840024204,-2122.3316470368695,-2187.5362156226224,4.402511080484319,0.023606180001653352,339.23774752919354
0,GradientBoostingRegressor,3.5660651326179504,0.007725507020950317,-2264.2976704226953,,,,,,,0.8,16,,,"{'model__estimator__learning_rate': 0.8, 'model__estimator__n_estimators': 16}",1,-2906.839038712231,-2365.0966509281548,-2319.3357260406196,-2066.1964466504955,-1837.8549358835392,-1989.1094309815435,-2311.6262736586664,-2318.3228605263153,1.9260855823156875,0.0012833172278209043,301.6690690306448
1,GradientBoostingRegressor,6.9155877232551575,0.007095038890838623,-2287.154742492994,,,,,,,0.8,32,,,"{'model__estimator__learning_rate': 0.8, 'model__estimator__n_estimators': 32}",2,-2892.488119269896,-2383.769270881125,-2320.5720758063403,-2083.8854814115743,-1858.3755803382849,-2060.777991630986,-2350.9956726286473,-2346.3737479771007,3.3609940635769866,0.0020055764948632144,287.41923496049185
2,GradientBoostingRegressor,3.761779338121414,0.007589966058731079,-2513.3073748117276,,,,,,,1.0,16,,,"{'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 16}",3,-3150.1183697704478,-2709.8369137851637,-2457.4750054054825,-2321.6344088184305,-2101.588041545046,-2185.0139203181006,-2690.0243205976503,-2490.7680182535023,1.9379171698749482,0.0018376401979441532,314.8480160185413
3,GradientBoostingRegressor,5.771473795175552,0.00603833794593811,-2592.93945595445,,,,,,,1.0,32,,,"{'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 32}",4,-3171.495716837257,-2740.461276345651,-2493.738495545082,-2378.958848374991,-2199.807366261634,-2253.1202112563747,-2877.9493587166066,-2627.9843742980024,2.048719029615264,0.0018805058781108874,309.15354507349076
0,SVR,2.074523091316223,0.3505537509918213,-4875.960641097323,1,,,0.001,,rbf,,,,,"{'model__estimator__C': 1, 'model__estimator__gamma': 0.001, 'model__estimator__kernel': 'rbf'}",3,-4760.590495912017,-4356.224565768765,-4487.089080121478,-5140.906159069925,-4706.635556036559,-5032.105437833782,-4858.7550565405845,-5665.378777495472,1.776236084695966,0.1849852186030351,384.2821692813337
1,SVR,2.086542099714279,0.3494875133037567,-4876.641787312451,1,,,0.0001,,rbf,,,,,"{'model__estimator__C': 1, 'model__estimator__gamma': 0.0001, 'model__estimator__kernel': 'rbf'}",4,-4760.7517978654605,-4356.532330809613,-4487.713695141377,-5141.700565220875,-4707.66632602421,-5032.934862609691,-4859.640098570305,-5666.194622258069,1.7768972063143187,0.18324711006512107,384.4035187010568
2,SVR,2.1407440900802612,0.34080561995506287,-4868.931709136878,10,,,0.001,,rbf,,,,,"{'model__estimator__C': 10, 'model__estimator__gamma': 0.001, 'model__estimator__kernel': 'rbf'}",1,-4758.9748139181565,-4353.117169960324,-4480.808395108144,-5133.816065212024,-4696.739622071566,-5023.082332308356,-4848.283091154316,-5656.6321833621405,1.7870580780298446,0.1624318808933996,382.9604285382189
3,SVR,2.0366938412189484,0.30816003680229187,-4875.95270688406,10,,,0.0001,,rbf,,,,,"{'model__estimator__C': 10, 'model__estimator__gamma': 0.0001, 'model__estimator__kernel': 'rbf'}",2,-4760.587833452583,-4356.220946985027,-4487.080469932292,-5140.897129870533,-4706.623561168036,-5032.096774245063,-4858.744514456378,-5665.370424962563,1.5669411782058968,0.12653745643063116,384.2813268096971
0,MLPRegressor,18.31655189394951,0.013952255249023438,-34598.19917824609,,tanh,5e-05,,"(1,)",,,,,adam,"{'model__estimator__activation': 'tanh', 'model__estimator__alpha': 5e-05, 'model__estimator__hidden_layer_sizes': (1,), 'model__estimator__solver': 'adam'}",7,-36171.1432852209,-37860.59632334147,-37144.11520882317,-33733.30900810169,-35264.09171391115,-32836.13332642424,-32734.25118402776,-31041.953376118297,9.304617907871405,0.001532374183829082,2236.531550265618
1,MLPRegressor,56.418061673641205,0.03445747494697571,-34553.94280877473,,tanh,5e-05,,"(50,)",,,,,adam,"{'model__estimator__activation': 'tanh', 'model__estimator__alpha': 5e-05, 'model__estimator__hidden_layer_sizes': (50,), 'model__estimator__solver': 'adam'}",5,-36153.408277478105,-37832.09008300558,-37105.774030493696,-33695.214915398596,-35215.9108741002,-32778.26622640102,-32676.46025610129,-30974.417807219375,28.457507872198484,0.003210170263562811,2249.5267428166353
2,MLPRegressor,20.293426036834717,0.014385372400283813,-34598.247966103736,,tanh,0.0005,,"(1,)",,,,,adam,"{'model__estimator__activation': 'tanh', 'model__estimator__alpha': 0.0005, 'model__estimator__hidden_layer_sizes': (1,), 'model__estimator__solver': 'adam'}",8,-36171.246335364565,-37860.430367515255,-37144.0911609452,-33733.55342326553,-35264.56364654756,-32836.24878537681,-32734.030956622475,-31041.819053192547,10.360965534395632,0.0013143381819361445,2236.5509575244596
3,MLPRegressor,58.33010718226433,0.04636019468307495,-34553.84463239148,,tanh,0.0005,,"(50,)",,,,,adam,"{'model__estimator__activation': 'tanh', 'model__estimator__alpha': 0.0005, 'model__estimator__hidden_layer_sizes': (50,), 'model__estimator__solver': 'adam'}",4,-36153.24438585583,-37832.08962959531,-37105.76321962461,-33694.73792304438,-35216.05075351937,-32778.00701266995,-32676.312090856558,-30974.552043965803,27.808007108035678,0.02227835575745346,2249.5528089918225
4,MLPRegressor,22.439609169960022,0.015864074230194092,-34552.3239544416,,relu,5e-05,,"(1,)",,,,,adam,"{'model__estimator__activation': 'relu', 'model__estimator__alpha': 5e-05, 'model__estimator__hidden_layer_sizes': (1,), 'model__estimator__solver': 'adam'}",3,-36165.60670354972,-37840.12379942322,-37121.283079353525,-33707.46589041313,-35230.42750600417,-32775.49322002615,-32655.96721262736,-30922.224224135483,10.578962286792532,0.0017565283676644666,2267.057288994127
5,MLPRegressor,50.643978238105774,0.025063693523406982,-32937.343902283945,,relu,5e-05,,"(50,)",,,,,adam,"{'model__estimator__activation': 'relu', 'model__estimator__alpha': 5e-05, 'model__estimator__hidden_layer_sizes': (50,), 'model__estimator__solver': 'adam'}",2,-36046.194762345294,-37319.262705742294,-36067.24445513593,-32782.42154810118,-33515.72184085393,-30183.45162466927,-30402.143352847896,-27182.31092857578,20.59123368666595,0.007135501227409218,3281.6256365487907
6,MLPRegressor,21.342731326818466,0.0151711106300354,-34554.891600129944,,relu,0.0005,,"(1,)",,,,,adam,"{'model__estimator__activation': 'relu', 'model__estimator__alpha': 0.0005, 'model__estimator__hidden_layer_sizes': (1,), 'model__estimator__solver': 'adam'}",6,-36164.38112944115,-37842.73796298556,-37119.460573893346,-33711.4144497794,-35218.54691685303,-32781.41768754062,-32675.649339210504,-30925.524741335965,9.959933619674112,0.0015364768689354572,2263.2488082413197
7,MLPRegressor,36.303653597831726,0.01857277750968933,-32920.32873867189,,relu,0.0005,,"(50,)",,,,,adam,"{'model__estimator__activation': 'relu', 'model__estimator__alpha': 0.0005, 'model__estimator__hidden_layer_sizes': (50,), 'model__estimator__solver': 'adam'}",1,-36045.09921288925,-37321.7031791081,-36049.746719967145,-32860.58953847518,-33479.56548427845,-30279.501398430162,-30299.3108638915,-27027.113512335316,11.138448653664216,0.008093625037895761,3313.222531343321
0,KNeighborsRegressor,0.049662888050079346,0.4406551420688629,-2242.638432250748,,,,,,,,,5,,{'model__estimator__n_neighbors': 5},1,-2529.783324915825,-2307.323806584361,-2368.2735480733263,-1824.1410839880284,-1967.792145061728,-1591.9529629629633,-2420.3209773662547,-2931.519609053498,0.023860351168095477,0.20467809615993712,400.40932556302903
1,KNeighborsRegressor,0.05205962061882019,0.5217035114765167,-2357.808396058385,,,,,,,,,20,,{'model__estimator__n_neighbors': 20},2,-3062.6937712775907,-1927.3097775205758,-2538.889769781146,-2514.5966392863825,-1881.762520880097,-1790.4423774784889,-2244.741145833333,-2902.0311664094647,0.018955119807561774,0.253300340494773,446.80140597365096
2,KNeighborsRegressor,0.05016219615936279,0.5871753692626953,-2524.3485762696405,,,,,,,,,50,,{'model__estimator__n_neighbors': 50},3,-3739.1772795080433,-1907.2924963524129,-2462.591118901983,-2826.9587703703705,-1926.5530842779647,-2173.916524139544,-2252.7144147961085,-2905.584921810699,0.020161589333813137,0.29697415062539023,575.6781044272404
0,LinearRegression,1.0587414503097534,0.007670402526855469,-2518.156008597239,,,,,,,,,,,{},1,-2054.6198154927174,-4187.0599788589125,-2820.2417040109053,-1821.0242287660778,-2357.9961991213268,-1928.3855905840494,-2795.9075835111967,-2180.0129684327267,0.13376084731308557,0.0004806896390709958,719.5764130384995
0,Lasso,1.3116673231124878,0.00966760516166687,-2507.253680251788,,,,,,,,,,,{},1,-2001.7392407734353,-4194.397402406198,-2814.386205654844,-1828.7967772847508,-2335.218098374962,-1914.6158792912768,-2791.5003319956795,-2177.375506233157,0.49040882390975443,0.0033966562087796534,726.8996249784699
0,Ridge,0.18735608458518982,0.010167539119720459,-2511.097965582131,,,,,,,,,,,{},1,-1995.7457582124262,-4207.733055174907,-2826.2443941518245,-1833.0936048467718,-2342.085503800368,-1914.5624377616439,-2782.556939441473,-2186.762031267635,0.05724728071842116,0.0009785822961953302,730.279854786911
0,ElasticNet,0.19745880365371704,0.008141517639160156,-4000.7331696234473,,,,,,,,,,,{},1,-3996.1000292175945,-3988.353478032066,-3633.8905136251583,-3779.972300080995,-4099.717851244563,-3771.4680203491357,-4602.385281670808,-4133.977882767257,0.08357485220392138,0.00033946123614029324,279.6389439782504
0,llars,1.2255379855632782,0.012046992778778076,-2515.8952734132,,,,,,,,,,,{},1,-1962.997610454191,-4183.994112965963,-2704.2149156448127,-1925.4693500978526,-2406.0516054759355,-1897.983044694998,-2904.9663726953786,-2141.4851752764666,0.26203852028536634,0.003242307069384472,720.915825397168
0,ExtraTreesRegressor,40.727246433496475,0.09134858846664429,-2104.086215212747,,,,,,,,16,,,{'model__estimator__n_estimators': 16},2,-2544.478006770211,-3230.794473165728,-1942.9360869042202,-1471.925513861442,-1817.6289023631728,-1412.4515288860184,-2756.3956047579036,-1656.0796049932821,19.16398891587854,0.012276481569793857,620.0450325079062
1,ExtraTreesRegressor,68.64484196901321,0.14963176846504211,-2066.9047261230826,,,,,,,,32,,,{'model__estimator__n_estimators': 32},1,-2562.4042795382843,-3198.556356965432,-1887.5563095147552,-1418.9111568772878,-1779.3190375007046,-1376.4036872151873,-2714.3101913839496,-1597.7767899890594,28.652854682001948,0.017106810341739827,630.1714857174721
0,RandomForestRegressor,111.63611125946045,0.08286711573600769,-2149.13048849806,,,,,,,,16,,,{'model__estimator__n_estimators': 16},2,-2862.133004618104,-3314.0274743154273,-1845.1243488971406,-1588.4521390259233,-1782.9639773224433,-1491.258991963714,-2609.172678780695,-1699.911293061033,57.953918825078944,0.022867366758423966,637.6173462871121
1,RandomForestRegressor,188.39338597655296,0.12743151187896729,-2115.2565022763993,,,,,,,,32,,,{'model__estimator__n_estimators': 32},1,-2794.63265109371,-3312.2162683208444,-1792.8940271583172,-1567.3213344036596,-1748.9125126303832,-1469.0611319515863,-2569.431619468916,-1667.5824731837765,90.6235781200034,0.011886752286651012,638.051584459168
0,AdaBoostRegressor,40.90983861684799,0.06949770450592041,-2704.9106331433914,,,,,,,,16,,,{'model__estimator__n_estimators': 16},2,-2841.5445286407326,-3460.5857758400184,-2268.6333540617743,-2290.124195755233,-2635.3908769831783,-2295.841575931137,-3459.430255463303,-2387.734502471753,19.201376177265757,0.025999970361031747,473.5729146566396
1,AdaBoostRegressor,62.19886323809624,0.10338273644447327,-2683.923758065228,,,,,,,,32,,,{'model__estimator__n_estimators': 32},1,-2675.2372381938367,-3478.439989655338,-2262.7691294043175,-2314.813387251298,-2598.6842117943247,-2295.441991386882,-3492.6875258519053,-2353.316590983923,25.84859198388116,0.03440085743177368,483.0280762120043
0,GradientBoostingRegressor,27.923949778079987,0.017680823802947998,-2529.2583357752196,,,,,,,0.8,16,,,"{'model__estimator__learning_rate': 0.8, 'model__estimator__n_estimators': 16}",1,-3453.1332636804614,-3887.20785286437,-2435.9351195721024,-1845.1045797314357,-2034.9058349451104,-1668.603680302999,-2840.7374736472116,-2068.4388814580693,15.68121059502736,0.003268182204846352,747.3981545865889
1,GradientBoostingRegressor,50.2367907166481,0.02536410093307495,-2596.2521749074426,,,,,,,0.8,32,,,"{'model__estimator__learning_rate': 0.8, 'model__estimator__n_estimators': 32}",2,-3442.0091871446184,-3946.0892937683334,-2446.752177595739,-1917.7881818260587,-2143.439010010742,-1677.2606070211532,-3010.5456777770582,-2186.1332641158365,24.65123410719977,0.015379203207085025,742.4158792386766
2,GradientBoostingRegressor,27.13782873749733,0.019590377807617188,-2949.494628543169,,,,,,,1.0,16,,,"{'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 16}",3,-4683.253315025683,-4133.483949259932,-2779.45894237274,-2223.498433355855,-2272.996580149266,-1809.1530198364455,-3296.857627762909,-2397.255160582518,13.98352000078885,0.005754683467800783,945.2109937569372
3,GradientBoostingRegressor,37.7055798470974,0.01612672209739685,-3077.2857177903743,,,,,,,1.0,32,,,"{'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 32}",4,-4863.340391401482,-4228.154028916852,-2813.743325928932,-2323.1415138248467,-2450.8661173126206,-1872.9446370929345,-3503.145631912017,-2562.950095933309,14.573080731496754,0.006652494688408897,964.4567118494103
0,SVR,165.75772100687027,26.22698837518692,-5940.905309956058,1,,,0.001,,rbf,,,,,"{'model__estimator__C': 1, 'model__estimator__gamma': 0.001, 'model__estimator__kernel': 'rbf'}",3,-6607.255129443128,-5678.419163188749,-5777.747262153355,-5757.966119265904,-6174.574291481494,-5638.165226027696,-6209.3445270933125,-5683.770760994818,145.95904172624148,16.057114594309166,327.38335635368014
1,SVR,165.83253076672554,26.221129328012466,-5942.823978879762,1,,,0.0001,,rbf,,,,,"{'model__estimator__C': 1, 'model__estimator__gamma': 0.0001, 'model__estimator__kernel': 'rbf'}",4,-6607.83770251073,-5679.751228254801,-5779.519802423452,-5760.189342815701,-6177.095555327971,-5640.420558496285,-6212.083206545761,-5685.694434663394,146.08810465345562,15.999138855290996,327.1890362352849
2,SVR,165.5104258954525,23.994653195142746,-5922.067888121554,10,,,0.001,,rbf,,,,,"{'model__estimator__C': 10, 'model__estimator__gamma': 0.001, 'model__estimator__kernel': 'rbf'}",1,-6598.960573462832,-5665.636055467304,-5760.052097566772,-5736.313675657219,-6149.391307645855,-5615.838500848499,-6184.631286017929,-5665.719608306018,142.0248144781938,13.57246445756076,328.7858515199153
3,SVR,140.2072538435459,18.105970233678818,-5940.890488297641,10,,,0.0001,,rbf,,,,,"{'model__estimator__C': 10, 'model__estimator__gamma': 0.0001, 'model__estimator__kernel': 'rbf'}",2,-6607.248819481363,-5678.404828860596,-5777.731215014181,-5757.948762026729,-6174.552980696306,-5638.149803147561,-6209.326087871018,-5683.761409283378,109.83902098753337,9.146921476376418,327.3843093005453
0,MLPRegressor,105.3794737458229,0.023580998182296753,-38913.28653300895,,tanh,5e-05,,"(1,)",,,,,adam,"{'model__estimator__activation': 'tanh', 'model__estimator__alpha': 5e-05, 'model__estimator__hidden_layer_sizes': (1,), 'model__estimator__solver': 'adam'}",8,-39062.65564324339,-42330.54500084756,-41273.24441327526,-38962.666767033894,-39099.78728592899,-37721.36777895479,-36211.111956485554,-36644.91341830219,53.47557624350035,0.0020982506616247436,1974.0353038854805
1,MLPRegressor,304.3073750138283,0.08922114968299866,-38734.791833226285,,tanh,5e-05,,"(50,)",,,,,adam,"{'model__estimator__activation': 'tanh', 'model__estimator__alpha': 5e-05, 'model__estimator__hidden_layer_sizes': (50,), 'model__estimator__solver': 'adam'}",5,-39015.07008921215,-42242.845957487465,-41146.04207100408,-38805.787213365526,-38904.11200429671,-37485.88598401775,-35936.749118952146,-36341.84222747443,155.6583724705017,0.014562851459278648,2041.685996909114
2,MLPRegressor,107.2448755800724,0.023237884044647217,-38913.14053914601,,tanh,0.0005,,"(1,)",,,,,adam,"{'model__estimator__activation': 'tanh', 'model__estimator__alpha': 0.0005, 'model__estimator__hidden_layer_sizes': (1,), 'model__estimator__solver': 'adam'}",7,-39063.10837479827,-42330.482605733174,-41273.48063506621,-38962.25808921237,-39099.54706779324,-37720.900828760634,-36210.36309063045,-36644.983621173706,55.54966675034991,0.002616958538828552,1974.2105927313567
3,MLPRegressor,305.5164852142334,0.09020644426345825,-38734.828176226314,,tanh,0.0005,,"(50,)",,,,,adam,"{'model__estimator__activation': 'tanh', 'model__estimator__alpha': 0.0005, 'model__estimator__hidden_layer_sizes': (50,), 'model__estimator__solver': 'adam'}",6,-39014.91388464397,-42242.84125106915,-41146.08885193567,-38805.957278554815,-38904.004052519005,-37486.03759695733,-35936.6645859495,-36342.11790818112,152.50589649361416,0.03470319827163281,2041.6513360971614
4,MLPRegressor,114.7970809340477,0.026397734880447388,-38409.576474532136,,relu,5e-05,,"(1,)",,,,,adam,"{'model__estimator__activation': 'relu', 'model__estimator__alpha': 5e-05, 'model__estimator__hidden_layer_sizes': (1,), 'model__estimator__solver': 'adam'}",3,-39017.67407804347,-42203.803226549135,-40990.80002772793,-38581.39100465156,-38716.49920823856,-36815.183614100846,-35696.815276931746,-35254.44536001384,58.299918740471675,0.002954733858043369,2275.0931417284446
5,MLPRegressor,261.2609779536724,0.051868736743927,-21068.049825162052,,relu,5e-05,,"(50,)",,,,,adam,"{'model__estimator__activation': 'relu', 'model__estimator__alpha': 5e-05, 'model__estimator__hidden_layer_sizes': (50,), 'model__estimator__solver': 'adam'}",1,-37213.20412386495,-35033.935629740015,-29234.325354585122,-23707.340136980838,-16141.41103441215,-11138.082911529731,-10161.023927331482,-5915.0754828521385,111.61673857849746,0.01671369043575665,11184.910264743718
6,MLPRegressor,112.29707446694374,0.023604005575180054,-38412.85514582887,,relu,0.0005,,"(1,)",,,,,adam,"{'model__estimator__activation': 'relu', 'model__estimator__alpha': 0.0005, 'model__estimator__hidden_layer_sizes': (1,), 'model__estimator__solver': 'adam'}",4,-39008.0655871449,-42217.6380310549,-41056.020082651456,-38591.03227037202,-38504.83830094495,-37084.63839766477,-35339.6983195992,-35500.9101771988,56.559232109142734,0.002621706009307379,2278.8443686982023
7,MLPRegressor,187.536027520895,0.04122546315193176,-21110.866935607875,,relu,0.0005,,"(50,)",,,,,adam,"{'model__estimator__activation': 'relu', 'model__estimator__alpha': 0.0005, 'model__estimator__hidden_layer_sizes': (50,), 'model__estimator__solver': 'adam'}",2,-37191.90292626514,-35046.40783989208,-29272.021514204313,-22938.20750191496,-17782.834322610077,-11081.11057527573,-9751.352922074768,-5823.0978826259525,58.09220608409665,0.023243446029670798,11164.502291809611
0,KNeighborsRegressor,0.4634264409542084,18.436249613761902,-2597.8652574816965,,,,,,,,,5,,{'model__estimator__n_neighbors': 5},1,-2358.9693578085976,-4274.9093048993545,-2228.2913984669362,-2557.377482901283,-2421.7182028345374,-1584.4281020385308,-3400.775986044458,-1956.4522248598732,0.26969803051032315,9.223485903899654,800.15084940037
1,KNeighborsRegressor,0.443546324968338,24.14048033952713,-2651.7976906509493,,,,,,,,,20,,{'model__estimator__n_neighbors': 20},2,-2860.254619581512,-3840.920644683281,-2302.6823276554965,-2633.743941053377,-2640.420737126942,-1675.065814659598,-3309.826260841905,-1951.467179605486,0.23998894165701237,12.30513401826034,657.3882207377106
2,KNeighborsRegressor,0.470865935087204,29.849144160747528,-2809.230654239636,,,,,,,,,50,,{'model__estimator__n_neighbors': 50},3,-3435.7016454871314,-3714.731313489963,-2449.860883000898,-2657.508076214134,-2829.3075168989835,-1907.1047621539528,-3386.14275720546,-2093.488279466567,0.3095100570769697,16.17981303541022,614.8081659265919
