,index,date,cluster,hour,data_type,capacity_factor
219,27,2010-08-12,65.0,3,offshore,0.3538
220,28,2010-08-12,65.0,4,offshore,0.3207
221,29,2010-08-12,65.0,5,offshore,0.2846
222,30,2010-08-12,65.0,6,offshore,0.2584
223,31,2010-08-12,65.0,7,offshore,0.2671
224,32,2010-08-12,65.0,8,offshore,0.272
225,33,2010-08-12,65.0,9,offshore,0.2775
226,34,2010-08-12,65.0,10,offshore,0.2855
227,35,2010-08-12,65.0,11,offshore,0.2861
228,36,2010-08-12,65.0,12,offshore,0.2809
229,37,2010-08-12,65.0,13,offshore,0.2747
230,38,2010-08-12,65.0,14,offshore,0.28
231,39,2010-08-12,65.0,15,offshore,0.2939
232,40,2010-08-12,65.0,16,offshore,0.3002
233,41,2010-08-12,65.0,17,offshore,0.2903
234,42,2010-08-12,65.0,18,offshore,0.2935
235,43,2010-08-12,65.0,19,offshore,0.3153
236,44,2010-08-12,65.0,20,offshore,0.3431
237,45,2010-08-12,65.0,21,offshore,0.3748
238,46,2010-08-12,65.0,22,offshore,0.3966
239,47,2010-08-12,65.0,23,offshore,0.401
240,48,2011-11-09,32.0,0,offshore,0.2965
241,49,2011-11-09,32.0,1,offshore,0.2999
242,50,2011-11-09,32.0,2,offshore,0.3046
243,51,2011-11-09,32.0,3,offshore,0.3089
244,52,2011-11-09,32.0,4,offshore,0.3148
245,53,2011-11-09,32.0,5,offshore,0.3269
246,54,2011-11-09,32.0,6,offshore,0.3429
247,55,2011-11-09,32.0,7,offshore,0.368
248,56,2011-11-09,32.0,8,offshore,0.3768
249,57,2011-11-09,32.0,9,offshore,0.371
250,58,2011-11-09,32.0,10,offshore,0.392
251,59,2011-11-09,32.0,11,offshore,0.4219
252,60,2011-11-09,32.0,12,offshore,0.4359
253,61,2011-11-09,32.0,13,offshore,0.4307
254,62,2011-11-09,32.0,14,offshore,0.418
255,63,2011-11-09,32.0,15,offshore,0.4358
256,64,2011-11-09,32.0,16,offshore,0.4811
257,65,2011-11-09,32.0,17,offshore,0.5369
258,66,2011-11-09,32.0,18,offshore,0.5392
259,67,2011-11-09,32.0,19,offshore,0.5174
260,68,2011-11-09,32.0,20,offshore,0.5187
261,69,2011-11-09,32.0,21,offshore,0.4969
262,70,2011-11-09,32.0,22,offshore,0.4516
263,71,2011-11-09,32.0,23,offshore,0.4112
264,72,2012-02-18,31.0,0,offshore,0.6902
265,73,2012-02-18,31.0,1,offshore,0.7144
266,74,2012-02-18,31.0,2,offshore,0.7362
267,75,2012-02-18,31.0,3,offshore,0.7499
268,76,2012-02-18,31.0,4,offshore,0.7606
269,77,2012-02-18,31.0,5,offshore,0.7845
270,78,2012-02-18,31.0,6,offshore,0.8074
271,79,2012-02-18,31.0,7,offshore,0.8174
272,80,2012-02-18,31.0,8,offshore,0.8129
273,81,2012-02-18,31.0,9,offshore,0.8026
274,82,2012-02-18,31.0,10,offshore,0.8316
275,83,2012-02-18,31.0,11,offshore,0.8561
276,84,2012-02-18,31.0,12,offshore,0.8604
277,85,2012-02-18,31.0,13,offshore,0.868
278,86,2012-02-18,31.0,14,offshore,0.8655
279,87,2012-02-18,31.0,15,offshore,0.8672
280,88,2012-02-18,31.0,16,offshore,0.8582
281,89,2012-02-18,31.0,17,offshore,0.8087
282,90,2012-02-18,31.0,18,offshore,0.7713
283,91,2012-02-18,31.0,19,offshore,0.747
284,92,2012-02-18,31.0,20,offshore,0.7199
285,93,2012-02-18,31.0,21,offshore,0.7284
286,94,2012-02-18,31.0,22,offshore,0.7438
287,95,2012-02-18,31.0,23,offshore,0.7537
288,96,2012-07-26,82.0,0,offshore,0.1383
289,97,2012-07-26,82.0,1,offshore,0.1357
290,98,2012-07-26,82.0,2,offshore,0.1362
291,99,2012-07-26,82.0,3,offshore,0.13699999999999998
292,100,2012-07-26,82.0,4,offshore,0.1345
293,101,2012-07-26,82.0,5,offshore,0.11800000000000001
294,102,2012-07-26,82.0,6,offshore,0.0981
295,103,2012-07-26,82.0,7,offshore,0.0903
296,104,2012-07-26,82.0,8,offshore,0.087
297,105,2012-07-26,82.0,9,offshore,0.0849
298,106,2012-07-26,82.0,10,offshore,0.0838
299,107,2012-07-26,82.0,11,offshore,0.0843
300,108,2012-07-26,82.0,12,offshore,0.0887
301,109,2012-07-26,82.0,13,offshore,0.0968
302,110,2012-07-26,82.0,14,offshore,0.1069
303,111,2012-07-26,82.0,15,offshore,0.1227
304,112,2012-07-26,82.0,16,offshore,0.1479
305,113,2012-07-26,82.0,17,offshore,0.1711
306,114,2012-07-26,82.0,18,offshore,0.1767
307,115,2012-07-26,82.0,19,offshore,0.16899999999999998
308,116,2012-07-26,82.0,20,offshore,0.1577
309,117,2012-07-26,82.0,21,offshore,0.146
310,118,2012-07-26,82.0,22,offshore,0.1331
311,119,2012-07-26,82.0,23,offshore,0.1151
312,120,2012-11-07,26.0,0,offshore,0.5867
313,121,2012-11-07,26.0,1,offshore,0.5694
314,122,2012-11-07,26.0,2,offshore,0.5427
315,123,2012-11-07,26.0,3,offshore,0.5126
316,124,2012-11-07,26.0,4,offshore,0.4873
317,125,2012-11-07,26.0,5,offshore,0.46799999999999997
318,126,2012-11-07,26.0,6,offshore,0.4607
319,127,2012-11-07,26.0,7,offshore,0.4633
320,128,2012-11-07,26.0,8,offshore,0.4735
321,129,2012-11-07,26.0,9,offshore,0.484
322,130,2012-11-07,26.0,10,offshore,0.5073
323,131,2012-11-07,26.0,11,offshore,0.5457
324,132,2012-11-07,26.0,12,offshore,0.5806
325,133,2012-11-07,26.0,13,offshore,0.6022
326,134,2012-11-07,26.0,14,offshore,0.614
327,135,2012-11-07,26.0,15,offshore,0.6294
328,136,2012-11-07,26.0,16,offshore,0.6567
329,137,2012-11-07,26.0,17,offshore,0.6769
330,138,2012-11-07,26.0,18,offshore,0.6828
331,139,2012-11-07,26.0,19,offshore,0.6845
332,140,2012-11-07,26.0,20,offshore,0.6907
333,141,2012-11-07,26.0,21,offshore,0.6961
334,142,2012-11-07,26.0,22,offshore,0.7168
335,143,2012-11-07,26.0,23,offshore,0.7328
336,144,2015-08-27,43.0,0,offshore,0.5847
337,145,2015-08-27,43.0,1,offshore,0.5824
338,146,2015-08-27,43.0,2,offshore,0.5694
339,147,2015-08-27,43.0,3,offshore,0.5483
340,148,2015-08-27,43.0,4,offshore,0.5387
341,149,2015-08-27,43.0,5,offshore,0.5318
342,150,2015-08-27,43.0,6,offshore,0.529
343,151,2015-08-27,43.0,7,offshore,0.5336
344,152,2015-08-27,43.0,8,offshore,0.5379
345,153,2015-08-27,43.0,9,offshore,0.5334
346,154,2015-08-27,43.0,10,offshore,0.5279
347,155,2015-08-27,43.0,11,offshore,0.5254
348,156,2015-08-27,43.0,12,offshore,0.5295
349,157,2015-08-27,43.0,13,offshore,0.5361
350,158,2015-08-27,43.0,14,offshore,0.5395
351,159,2015-08-27,43.0,15,offshore,0.5374
352,160,2015-08-27,43.0,16,offshore,0.5272
353,161,2015-08-27,43.0,17,offshore,0.4994
354,162,2015-08-27,43.0,18,offshore,0.4722
355,163,2015-08-27,43.0,19,offshore,0.4754
356,164,2015-08-27,43.0,20,offshore,0.4812
357,165,2015-08-27,43.0,21,offshore,0.4744
358,166,2015-08-27,43.0,22,offshore,0.4547
359,167,2015-08-27,43.0,23,offshore,0.424
360,168,2015-11-25,33.0,0,offshore,0.6151
361,169,2015-11-25,33.0,1,offshore,0.6252
362,170,2015-11-25,33.0,2,offshore,0.6201
363,171,2015-11-25,33.0,3,offshore,0.6236
364,172,2015-11-25,33.0,4,offshore,0.6225
365,173,2015-11-25,33.0,5,offshore,0.6157
366,174,2015-11-25,33.0,6,offshore,0.6033
367,175,2015-11-25,33.0,7,offshore,0.6012
368,176,2015-11-25,33.0,8,offshore,0.6179
369,177,2015-11-25,33.0,9,offshore,0.6183
370,178,2015-11-25,33.0,10,offshore,0.6048
371,179,2015-11-25,33.0,11,offshore,0.5994
372,180,2015-11-25,33.0,12,offshore,0.6035
373,181,2015-11-25,33.0,13,offshore,0.6021
374,182,2015-11-25,33.0,14,offshore,0.5974
375,183,2015-11-25,33.0,15,offshore,0.5953
376,184,2015-11-25,33.0,16,offshore,0.5968
377,185,2015-11-25,33.0,17,offshore,0.5919
378,186,2015-11-25,33.0,18,offshore,0.5755
379,187,2015-11-25,33.0,19,offshore,0.5417
380,188,2015-11-25,33.0,20,offshore,0.5099
381,189,2015-11-25,33.0,21,offshore,0.4763
382,190,2015-11-25,33.0,22,offshore,0.4289
383,191,2015-11-25,33.0,23,offshore,0.382
384,0,2008-11-04,53.0,0,onshore,0.1301
385,1,2008-11-04,53.0,1,onshore,0.1302
386,2,2008-11-04,53.0,2,onshore,0.1281
387,3,2008-11-04,53.0,3,onshore,0.1295
388,4,2008-11-04,53.0,4,onshore,0.1318
389,5,2008-11-04,53.0,5,onshore,0.1363
390,6,2008-11-04,53.0,6,onshore,0.1376
391,7,2008-11-04,53.0,7,onshore,0.139
392,8,2008-11-04,53.0,8,onshore,0.1339
393,9,2008-11-04,53.0,9,onshore,0.1129
394,10,2008-11-04,53.0,10,onshore,0.1015
395,11,2008-11-04,53.0,11,onshore,0.0942
396,12,2008-11-04,53.0,12,onshore,0.0836
397,13,2008-11-04,53.0,13,onshore,0.0735
398,14,2008-11-04,53.0,14,onshore,0.0672
399,15,2008-11-04,53.0,15,onshore,0.07
400,16,2008-11-04,53.0,16,onshore,0.0875
401,17,2008-11-04,53.0,17,onshore,0.1067
402,18,2008-11-04,53.0,18,onshore,0.1201
403,19,2008-11-04,53.0,19,onshore,0.1285
404,20,2008-11-04,53.0,20,onshore,0.1311
405,21,2008-11-04,53.0,21,onshore,0.1293
406,22,2008-11-04,53.0,22,onshore,0.1218
407,23,2008-11-04,53.0,23,onshore,0.1051
408,24,2010-08-12,65.0,0,onshore,0.2303
409,25,2010-08-12,65.0,1,onshore,0.2319
410,26,2010-08-12,65.0,2,onshore,0.2396
411,27,2010-08-12,65.0,3,onshore,0.2376
412,28,2010-08-12,65.0,4,onshore,0.2395
413,29,2010-08-12,65.0,5,onshore,0.2385
414,30,2010-08-12,65.0,6,onshore,0.2229
415,31,2010-08-12,65.0,7,onshore,0.2467
416,32,2010-08-12,65.0,8,onshore,0.2666
417,33,2010-08-12,65.0,9,onshore,0.2719
418,34,2010-08-12,65.0,10,onshore,0.2716
419,35,2010-08-12,65.0,11,onshore,0.2721
420,36,2010-08-12,65.0,12,onshore,0.2745
421,37,2010-08-12,65.0,13,onshore,0.2779
422,38,2010-08-12,65.0,14,onshore,0.2779
423,39,2010-08-12,65.0,15,onshore,0.2768
424,40,2010-08-12,65.0,16,onshore,0.2731
425,41,2010-08-12,65.0,17,onshore,0.2456
426,42,2010-08-12,65.0,18,onshore,0.2294
427,43,2010-08-12,65.0,19,onshore,0.2501
428,44,2010-08-12,65.0,20,onshore,0.2712
429,45,2010-08-12,65.0,21,onshore,0.2752
430,46,2010-08-12,65.0,22,onshore,0.2763
431,47,2010-08-12,65.0,23,onshore,0.28300000000000003
432,48,2011-11-09,32.0,0,onshore,0.2588
433,49,2011-11-09,32.0,1,onshore,0.2616
434,50,2011-11-09,32.0,2,onshore,0.2559
435,51,2011-11-09,32.0,3,onshore,0.2604
436,52,2011-11-09,32.0,4,onshore,0.2687
437,53,2011-11-09,32.0,5,onshore,0.2807
438,54,2011-11-09,32.0,6,onshore,0.2996
439,55,2011-11-09,32.0,7,onshore,0.2995
440,56,2011-11-09,32.0,8,onshore,0.2942
441,57,2011-11-09,32.0,9,onshore,0.2774
442,58,2011-11-09,32.0,10,onshore,0.2746
443,59,2011-11-09,32.0,11,onshore,0.3081
444,60,2011-11-09,32.0,12,onshore,0.3406
445,61,2011-11-09,32.0,13,onshore,0.3479
446,62,2011-11-09,32.0,14,onshore,0.3484
447,63,2011-11-09,32.0,15,onshore,0.3741
448,64,2011-11-09,32.0,16,onshore,0.4165
449,65,2011-11-09,32.0,17,onshore,0.4326
450,66,2011-11-09,32.0,18,onshore,0.4403
451,67,2011-11-09,32.0,19,onshore,0.4509
452,68,2011-11-09,32.0,20,onshore,0.4602
453,69,2011-11-09,32.0,21,onshore,0.4403
454,70,2011-11-09,32.0,22,onshore,0.405
455,71,2011-11-09,32.0,23,onshore,0.3701
456,72,2012-02-18,31.0,0,onshore,0.705
457,73,2012-02-18,31.0,1,onshore,0.7082
458,74,2012-02-18,31.0,2,onshore,0.7028
459,75,2012-02-18,31.0,3,onshore,0.6926
460,76,2012-02-18,31.0,4,onshore,0.6716
461,77,2012-02-18,31.0,5,onshore,0.6525
462,78,2012-02-18,31.0,6,onshore,0.6509
463,79,2012-02-18,31.0,7,onshore,0.6573
464,80,2012-02-18,31.0,8,onshore,0.6701
465,81,2012-02-18,31.0,9,onshore,0.6923
466,82,2012-02-18,31.0,10,onshore,0.7261
467,83,2012-02-18,31.0,11,onshore,0.7487
468,84,2012-02-18,31.0,12,onshore,0.7603
469,85,2012-02-18,31.0,13,onshore,0.755
470,86,2012-02-18,31.0,14,onshore,0.7469
471,87,2012-02-18,31.0,15,onshore,0.7556
472,88,2012-02-18,31.0,16,onshore,0.7552
473,89,2012-02-18,31.0,17,onshore,0.7342
474,90,2012-02-18,31.0,18,onshore,0.7021
475,91,2012-02-18,31.0,19,onshore,0.6606
476,92,2012-02-18,31.0,20,onshore,0.6181
477,93,2012-02-18,31.0,21,onshore,0.5775
478,94,2012-02-18,31.0,22,onshore,0.5443
479,95,2012-02-18,31.0,23,onshore,0.5163
480,96,2012-07-26,82.0,0,onshore,0.09
481,97,2012-07-26,82.0,1,onshore,0.0887
482,98,2012-07-26,82.0,2,onshore,0.0897
483,99,2012-07-26,82.0,3,onshore,0.0914
484,100,2012-07-26,82.0,4,onshore,0.0906
485,101,2012-07-26,82.0,5,onshore,0.0784
486,102,2012-07-26,82.0,6,onshore,0.0674
487,103,2012-07-26,82.0,7,onshore,0.07
488,104,2012-07-26,82.0,8,onshore,0.0726
489,105,2012-07-26,82.0,9,onshore,0.0725
490,106,2012-07-26,82.0,10,onshore,0.0721
491,107,2012-07-26,82.0,11,onshore,0.0734
492,108,2012-07-26,82.0,12,onshore,0.0766
493,109,2012-07-26,82.0,13,onshore,0.081
494,110,2012-07-26,82.0,14,onshore,0.0849
495,111,2012-07-26,82.0,15,onshore,0.0874
496,112,2012-07-26,82.0,16,onshore,0.0901
497,113,2012-07-26,82.0,17,onshore,0.0933
498,114,2012-07-26,82.0,18,onshore,0.0969
499,115,2012-07-26,82.0,19,onshore,0.1049
500,116,2012-07-26,82.0,20,onshore,0.1158
501,117,2012-07-26,82.0,21,onshore,0.11900000000000001
502,118,2012-07-26,82.0,22,onshore,0.1163
503,119,2012-07-26,82.0,23,onshore,0.1132
504,120,2012-11-07,26.0,0,onshore,0.4794
505,121,2012-11-07,26.0,1,onshore,0.4877
506,122,2012-11-07,26.0,2,onshore,0.5015
507,123,2012-11-07,26.0,3,onshore,0.5004
508,124,2012-11-07,26.0,4,onshore,0.5037
509,125,2012-11-07,26.0,5,onshore,0.5015
510,126,2012-11-07,26.0,6,onshore,0.5129
511,127,2012-11-07,26.0,7,onshore,0.5266
512,128,2012-11-07,26.0,8,onshore,0.5458
513,129,2012-11-07,26.0,9,onshore,0.5629
514,130,2012-11-07,26.0,10,onshore,0.5862
515,131,2012-11-07,26.0,11,onshore,0.6098
516,132,2012-11-07,26.0,12,onshore,0.6237
517,133,2012-11-07,26.0,13,onshore,0.6327
518,134,2012-11-07,26.0,14,onshore,0.6325
519,135,2012-11-07,26.0,15,onshore,0.6216
520,136,2012-11-07,26.0,16,onshore,0.6198
521,137,2012-11-07,26.0,17,onshore,0.6099
