,testing_time,training_time,root_mean_squared_error,mean_absolute_error,mean_squared_error,median_absolute_error,estimator
110,25.437630909422296,174.97645088478384,7899.872064311632,4549.8840484442435,62412168.649612166,2519.6541809177816,"{""C"": 0.1, ""fit_intercept"": false, ""max_iter"": 1, ""shuffle"": false, ""tol"": 0.001}"
111,25.3112157721395,175.34647973768006,7899.872064311632,4549.8840484442435,62412168.649612166,2519.6541809177816,"{""C"": 0.1, ""fit_intercept"": false, ""max_iter"": 1000, ""shuffle"": false, ""tol"": 0.001}"
112,24.379138060399175,168.16335511835373,6232.989820920549,3704.3016954983045,38858616.83275517,2275.07984075851,"{""C"": 0.1, ""fit_intercept"": true, ""max_iter"": 1, ""shuffle"": false, ""tol"": 0.001}"
113,23.764317993777997,164.09444179102502,6232.989820920549,3704.3016954983045,38858616.83275517,2275.07984075851,"{""C"": 0.1, ""fit_intercept"": true, ""max_iter"": 1000, ""shuffle"": false, ""tol"": 0.001}"
114,23.672092427659663,162.4297964475918,2721.852369396223,1925.3401739443154,7443876.125189137,1322.096841943943,"{""C"": 2, ""fit_intercept"": false, ""max_iter"": 1, ""shuffle"": false, ""tol"": 0.001}"
115,23.73667034630004,162.16333670609552,2721.852369396223,1925.3401739443154,7443876.125189137,1322.096841943943,"{""C"": 2, ""fit_intercept"": false, ""max_iter"": 1000, ""shuffle"": false, ""tol"": 0.001}"
116,25.498885456921318,177.2934006974198,2678.3670606894834,1905.5044978878097,7208246.96484723,1324.9242784656733,"{""C"": 2, ""fit_intercept"": true, ""max_iter"": 1, ""shuffle"": false, ""tol"": 0.001}"
117,25.449261098571395,176.24159307037675,2678.3670606894834,1905.5044978878097,7208246.96484723,1324.9242784656733,"{""C"": 2, ""fit_intercept"": true, ""max_iter"": 1000, ""shuffle"": false, ""tol"": 0.001}"
118,6.721765565904207,72.83034550584368,2923.9071586740415,2119.781190022141,8562662.977931077,1613.1354955384024,"{""hidden_layer_sizes"": 10, ""learning_rate"": ""adaptive"", ""solver"": ""adam""}"
119,4.9688829122751486,39.029388594722455,1671.6114877154287,1185.821181009887,2807673.189115487,843.8006948136814,"{""power"": 0.1}"
120,4.9518878983265795,38.94956646730255,2375.7347529218714,1792.4506304895533,5664475.56071936,1381.4032490229092,{}
