,index,capacity_factor,cluster,counts,data_type
747,171,26123.75,7.0,23,load
748,172,25264.33333333333,7.0,23,load
749,173,24788.75,7.0,23,load
750,174,25474.58333333333,7.0,23,load
751,175,26516.66666666667,7.0,23,load
752,176,27879.0,7.0,23,load
753,177,31393.5,7.0,23,load
754,178,33695.833333333336,7.0,23,load
755,179,35038.083333333336,7.0,23,load
756,180,35713.083333333336,7.0,23,load
757,181,35390.5,7.0,23,load
758,182,35171.583333333336,7.0,23,load
759,183,35421.666666666664,7.0,23,load
760,184,38090.66666666666,7.0,23,load
761,185,41854.5,7.0,23,load
762,186,41251.25,7.0,23,load
763,187,38932.0,7.0,23,load
764,188,36347.583333333336,7.0,23,load
765,189,33303.0,7.0,23,load
766,190,30029.25,7.0,23,load
767,191,26533.25,7.0,23,load
