Company,Name,Fuel,Capacity,Start_date
SSE,Medway,CCGT,755.00,1995.00
SSE,Fiddler’s Ferry GT,Gas oil,35.00,1969.00
SSE,Fiddler’s Ferry,Coal,1961.00,1971.00
SSE,Slough *,Biomass_wood,35.00,1918.00
SSE,Chippenham,Gas,10.00,2002.00
SSE,Keadby GT,Gas oil,25.00,1994.00
SSE,Pilkington - Greengate *,Gas,10.00,1998.00
SSE,Achany Windfarm,Wind,38.00,2010.00
SSE,"Artfield Fell Windfarm - A,C",Wind,28.60,2005.00
SSE,Bessy Bell Windfarm,Wind,5.00,1995.00
SSE,Bessy Bell Windfarm (NI) Limited,Wind,9.00,2008.00
SSE,Bhlaraidh Wind Farm,Wind,110.40,2017.00
SSE,Cathkin Braes Wind Farm,Wind,3.00,2013.00
SSE,Clyde Windfarm (Central),Wind,112.70,2011.00
SSE,Clyde Windfarm (North),Wind,108.10,2012.00
SSE,Clyde Windfarm (South),Wind,128.80,2011.00
SSE,Drumderg Windfarm,Wind,36.80,2008.00
SSE,Dunmaglass Wind Farm,Wind,94.10,2016.00
SSE,Fairburn Windfarm,Wind,40.00,2010.00
SSE,Gordonbush Wind Farm,Wind,70.00,2012.00
SSE,Greater Gabbard,Wind (offshore),504.00,2012.00
SSE,Griffin Wind Farm,Wind,188.60,2012.00
SSE,"Hadyard Hill Windfarm - A,C",Wind,119.80,2006.00
SSE,Keadby Wind Farm,Wind,68.00,2013.00
SSE,National Offshore Wind Turbine Test Facility (NOWTTF),Wind,13.20,2014.00
SSE,Port of Tilbury Wind Farm ,Wind,9.20,2013.00
SSE,Slieve Divena 2,Wind,18.80,2017.00
SSE,Slieve Kirk Windfarm,Wind,73.60,2012.00
SSE,Spurness Wind Farm II,Wind,10.00,2012.00
SSE,Strathy North,Wind,66.00,2015.00
SSE,Tangy Wind Farm - A,Wind,18.50,2002.00
SSE,Toddleburn Windfarm,Wind,27.60,2010.00
SSE,Tievenameenta Wind Farm,Wind,34.50,2017.00
SSE,Edinburgh College,Solar,0.60,2013.00
SSE,SSE Arena Belfast,Solar,0.40,2017.00
Statkraft Energy Ltd,Alltwalis Wind Farm,Wind,23.00,2009.00
Statkraft Energy Ltd,Andershaw Wind Farm,Wind,35.00,2016.00
Statkraft Energy Ltd,Baillie Wind Farm,Wind,52.50,2013.00
Statkraft Energy Ltd,Berry Burn Wind farm,Wind,66.70,2014.00
Statkraft Energy Ltd,Rheidol,Hydro,56.00,1961.00
Suez recycling and recovery,Wilton 11 EfW,Waste,49.00,2016.00
Third Energy Trading Ltd,Knapton,Gas,41.50,1994.00
Uniper UK Limited,Cottam Development Centre,CCGT,445.00,1999.00
Uniper UK Limited,Connahs Quay,CCGT,1380.00,1996.00
Uniper UK Limited,Enfield,CCGT,408.00,1999.00
Uniper UK Limited,Grain CHP *,CCGT,1517.00,2010.00
Uniper UK Limited,Killingholme,OCGT,600.00,1994.00
Uniper UK Limited,Ratcliffe,Coal,2021.00,1968.00
Uniper UK Limited,Taylor's Lane GT,Gas oil,144.00,1979.00
Uniper UK Limited,Grain GT,Gas oil,56.00,1978.00
Uniper UK Limited,Ratcliffe GT,Gas oil,34.00,1966.00
Vattenfall,Clashindarroch,Wind,36.90,2015.00
Vattenfall,Edinbane,Wind,41.40,2010.00
Vattenfall,Kentish,Wind (offshore),90.00,2005.00
Vattenfall,Kentish Flats Extension,Wind (offshore),49.50,2015.00
Vattenfall,Ormonde,Wind (offshore),150.00,2012.00
Vattenfall,Parc Cynog,Wind,3.60,2001.00
Vattenfall,Pen y Cymoedd,Wind,228.00,2016.00
Vattenfall,Pendine,Wind,4.80,2009.00
Vattenfall,Ray,Wind,54.40,2017.00
Vattenfall,Swinford,Wind,22.00,2012.00
Vattenfall,Thanet,Wind (offshore),300.00,2010.00
Vattenfall,PV@Pendine,Solar,4.90,2016.00
Viridor Waste Management,Runcorn EfW,Waste,86.00,2014.00
Viridor Waste Management,Ardley EfW,Waste,26.00,2014.00
Viridor Waste Management,Bolton EfW,Waste,8.00,1971.00
Viridor Waste Management,Cardiff EfW,Waste,30.00,2014.00
Viridor Waste Management,Exeter EfW,Waste,3.50,2014.00
Viridor Waste Management,Lakeside EfW,Waste,37.00,2010.00
Viridor Waste Management,Peterborough EfW,Waste,7.30,2016.00
VPI Immingham LLP,VPI Immingham *,CCGT,1240.00,2004.00
WPO,Airfield Poddington,Wind,8.60,2017.00
WPO,Airies,Wind,39.90,2017.00
WPO,Altaveedan,Wind,18.00,2017.00
WPO,AOE,Wind,11.50,2014.00
WPO,Arnish Moor,Wind,3.90,2006.00
WPO,Bagmoor,Wind,16.00,2009.00
WPO,Betty Hill,Wind,6.00,2013.00
WPO,Corriegarth,Wind,69.00,2016.00
WPO,Daintree,Wind,4.00,2016.00
WPO,Dewlay (Garstang),Wind,2.00,2010.00
WPO,Dungavel,Wind,26.00,2015.00
WPO,East Youlstone,Wind,4.00,2014.00
WPO,Eye,Wind,5.00,2013.00
WPO,FMC Dunfermline,Wind,1.50,2010.00
WPO,Garlenick,Wind,4.00,2015.00
WPO,Greendykeside,Wind,4.00,2007.00
WPO,Haverigg III,Wind,3.40,2005.00
WPO,Hill of Auquhirie,Wind,6.90,2013.00
WPO,Lairg,Wind,7.50,2012.00
WPO,Lochhead,Wind,6.00,2009.00
WPO,March ,Wind,1.50,2014.00
WPO,Middle Balbeggie,Wind,4.00,2016.00
WPO,Middlewick,Wind,20.70,2014.00
WPO,Mossmorran,Wind,4.60,2015.00
WPO,Newton of Fortrie,Wind,6.90,2013.00
WPO,Oakdale,Wind,4.00,2013.00
WPO,Pentland Road,Wind,13.80,2013.00
WPO,Port of Liverpool,Wind,10.00,2008.00
WPO,Potato Pot,Wind,6.00,2016.00
WPO,Scout Moor,Wind,65.00,2008.00
WPO,Solutia (Newport),Wind,5.00,2010.00
WPO,Standford Hill,Wind,4.60,2013.00
WPO,Strath of Brydock,Wind,6.90,2009.00
WPO,Tir Mostyn & Foel Goch,Wind,21.30,2005.00
WPO,Workington (Voridian),Wind,4.00,2006.00
WPO,Wythegill,Wind,1.50,2015.00
WPO,Ysgellog,Wind,4.60,2013.00
Xceco,Inner Dowsing ,Wind (offshore),97.20,2009.00
Xceco,Lynn ,Wind (offshore),97.20,2009.00
